1.408367168897572741e+00;1.757964546987063059e+00;1.412795836484065815e+00;1.539532365180545703e+00;4.848876374569938141e-01
1.054976144967554541e+00;1.757964546987063059e+00;4.597192801257678485e-01;1.539532365180545703e+00;1.390721685453574885e+00
1.231671656932563641e+00;6.645963531292558013e-01;4.597192801257678485e-01;1.699118037180968210e+00;1.571888495052891077e+00
3.481940971075180302e-01;1.029052417748524961e+00;2.556487704114023707e+00;1.858703709181390717e+00;-4.209464105395876454e-01
1.761758192827591163e+00;-4.287718407285517341e-01;1.031565213940746961e+00;5.820183331780111047e-01;8.472212566556260871e-01
3.481940971075180302e-01;1.029052417748524961e+00;2.691039688541081443e-01;-3.754956988245231608e-01;1.209554875854258693e+00
-5.352834627175273585e-01;-6.431577610928257416e-02;1.222180525212406499e+00;7.416040051784336118e-01;1.028388066254942279e+00
3.481940971075180302e-01;6.645963531292558013e-01;4.597192801257678485e-01;-5.632435482367830620e-02;8.472212566556260871e-01
7.015851210375363411e-01;-1.157683969967089999e+00;7.848865758244849555e-02;1.539532365180545703e+00;8.472212566556260871e-01
7.015851210375363411e-01;8.468243854388903813e-01;4.597192801257678485e-01;-3.754956988245231608e-01;4.848876374569938141e-01
-1.818924387875090753e-01;-6.431577610928257416e-02;6.503345913974275527e-01;5.820183331780111047e-01;6.660544470563101171e-01
1.054976144967554541e+00;-1.157683969967089999e+00;-1.121266536892111809e-01;9.011896771788560079e-01;8.472212566556260871e-01
7.015851210375363411e-01;-6.431577610928257416e-02;6.503345913974275527e-01;-5.632435482367830620e-02;3.037208278576775111e-01
-5.196926822499936365e-03;1.393508482367794121e+00;8.409499026690872014e-01;-3.754956988245231608e-01;-4.209464105395876454e-01
-1.818924387875090753e-01;-1.157683969967089999e+00;8.409499026690872014e-01;4.224326611775887086e-01;6.660544470563101171e-01
1.408367168897572741e+00;6.645963531292558013e-01;-1.446433832590828805e+00;4.224326611775887086e-01;-6.021132201389038929e-01
1.054976144967554541e+00;6.645963531292558013e-01;-8.745878987758498591e-01;-5.350813708249456679e-01;1.225540182583612220e-01
1.714985851425088748e-01;-1.157683969967089999e+00;6.503345913974275527e-01;1.032613171767441246e-01;4.848876374569938141e-01
-1.818924387875090753e-01;-1.157683969967089999e+00;-4.933572762325305061e-01;7.416040051784336118e-01;1.209554875854258693e+00
-7.119789746825364585e-01;6.645963531292558013e-01;1.222180525212406499e+00;-6.946670428253680640e-01;-7.832800297382201959e-01
-1.818924387875090753e-01;-1.157683969967089999e+00;7.848865758244849555e-02;-3.754956988245231608e-01;1.209554875854258693e+00
-3.585879507525182031e-01;6.645963531292558013e-01;-6.839725875041902103e-01;-5.632435482367830620e-02;-2.397796009402713424e-01
1.714985851425088748e-01;-7.932279053478209496e-01;-4.933572762325305061e-01;5.820183331780111047e-01;-7.832800297382201959e-01
3.481940971075180302e-01;-1.157683969967089999e+00;-1.255818521319169268e+00;5.820183331780111047e-01;-5.861279134095506022e-02
7.015851210375363411e-01;-1.157683969967089999e+00;1.031565213940746961e+00;-1.492595402827480155e+00;-7.832800297382201959e-01
-1.818924387875090753e-01;-6.431577610928257416e-02;-6.839725875041902103e-01;-1.333009730827057870e+00;3.037208278576775111e-01
-1.948847558437600380e+00;8.468243854388903813e-01;-6.839725875041902103e-01;-3.754956988245231608e-01;-6.021132201389038929e-01
-3.585879507525182031e-01;-1.157683969967089999e+00;-1.446433832590828805e+00;-3.754956988245231608e-01;-6.021132201389038929e-01
-1.418761022542573080e+00;-1.157683969967089999e+00;-3.027419649608708574e-01;-5.350813708249456679e-01;-7.832800297382201959e-01
-2.125543070402609480e+00;1.393508482367794121e+00;-1.065203210047509508e+00;-1.173424058826635363e+00;-1.326780458536169105e+00
-1.242065510577563980e+00;6.645963531292558013e-01;-1.446433832590828805e+00;-1.333009730827057870e+00;-1.870280887334117903e+00
-8.886744866475456694e-01;-1.157683969967089999e+00;-8.745878987758498591e-01;-8.542527148257904601e-01;-1.507947268135485297e+00
-1.772152046472591280e+00;3.001402885099865858e-01;-1.065203210047509508e+00;-1.971352418828747455e+00;-1.870280887334117903e+00
-1.242065510577563980e+00;-7.932279053478209496e-01;-1.446433832590828805e+00;-1.492595402827480155e+00;-1.870280887334117903e+00
